rDate,year,bias,offense_Category,crime_Category,offense,description,borough,precinct,borough_add,arrest_id,dateTime,month,dayYear,toDate,month_bin,offense1,index_
2022-04-24T00:00:00.000,2022,Jewish,Religion/Religious Practice,Felony,Grand Larceny,"Larceny,Grand From Person,Uncl",Brooklyn,79,Patrol Boro Bklyn_N,,2022-04-24,4,114,256,40,Grand Larceny,1
2022-05-16T00:00:00.000,2022,Jewish,Religion/Religious Practice,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,79,Patrol Boro Bklyn_N,,2022-05-16,5,136,256,41,Felony Assault,1
2022-11-07T00:00:00.000,2022,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Reckless Endangerment 1,Brooklyn,79,Patrol Boro Bklyn_N,,2022-11-07,11,311,256,47,Misc. Penal Law,1
2022-05-31T00:00:00.000,2022,Jewish,Religion/Religious Practice,Felony,Arson,Arson 1,Brooklyn,88,Patrol Boro Bklyn_N,,2022-05-31,5,151,256,41,Other,1
2022-09-06T00:00:00.000,2022,Jewish,Religion/Religious Practice,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,88,Patrol Boro Bklyn_N,,2022-09-06,9,249,256,45,Felony Assault,1
2022-09-06T00:00:00.000,2022,Jewish,Religion/Religious Practice,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,88,Patrol Boro Bklyn_N,,2022-09-06,9,249,256,45,Felony Assault,1
2022-01-03T00:00:00.000,2022,Jewish,Religion/Religious Practice,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,90,Patrol Boro Bklyn_N,,2022-01-03,1,3,256,37,Felony Assault,1
2022-02-20T00:00:00.000,2022,Jewish,Religion/Religious Practice,Misdemeanor,Offenses Against The Person,Reckless Endangerment 2,Brooklyn,90,Patrol Boro Bklyn_N,,2022-02-20,2,51,256,38,Other,1
2022-11-07T00:00:00.000,2022,Jewish,Religion/Religious Practice,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,90,Patrol Boro Bklyn_N,,2022-11-07,11,311,256,47,Felony Assault,1
2023-03-09T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,5,Patrol Boro Man_S,,2023-03-09,3,68,256,51,Felony Assault,1
2023-09-02T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Robbery,"Robbery,Personal Electronic Device",Manhattan,6,Patrol Boro Man_S,,2023-09-02,9,245,256,57,Robbery,1
2023-10-27T00:00:00.000,2023,Jewish,Religion/Religious Practice,Misdemeanor,Assault 3 & Related Offenses,Assault 3,Manhattan,18,Patrol Boro Man_S,,2023-10-27,10,300,256,58,Assault,1
2023-08-18T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Terrorism Provide Support,Manhattan,19,Patrol Boro Man_N,,2023-08-18,8,230,256,56,Misc. Penal Law,1
2023-12-01T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Manhattan,19,Patrol Boro Man_N,,2023-12-01,12,335,256,60,Misc. Penal Law,1
2023-12-15T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,19,Patrol Boro Man_N,,2023-12-15,12,349,256,60,Felony Assault,1
2023-12-24T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Supp. Act Terr 2Nd,Manhattan,19,Patrol Boro Man_N,,2023-12-24,12,358,256,60,Misc. Penal Law,1
2023-05-07T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Manhattan,20,Patrol Boro Man_N,,2023-05-07,5,127,256,53,Misc. Penal Law,1
2023-06-02T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Manhattan,20,Patrol Boro Man_N,,2023-06-02,6,153,256,54,Misc. Penal Law,1
2023-08-29T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Manhattan,20,Patrol Boro Man_N,,2023-08-29,8,241,256,56,Misc. Penal Law,1
2023-10-23T00:00:00.000,2023,Jewish,Religion/Religious Practice,Misdemeanor,Assault 3 & Related Offenses,Assault 3,Manhattan,20,Patrol Boro Man_N,,2023-10-23,10,296,256,58,Assault,1
2023-12-01T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Supp. Act Terr 2Nd,Manhattan,20,Patrol Boro Man_N,,2023-12-01,12,335,256,60,Misc. Penal Law,1
2023-12-01T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Supp. Act Terr 2Nd,Manhattan,20,Patrol Boro Man_N,,2023-12-01,12,335,256,60,Misc. Penal Law,1
2023-07-07T00:00:00.000,2023,Jewish,Religion/Religious Practice,Misdemeanor,Assault 3 & Related Offenses,Assault 3,Manhattan,23,Patrol Boro Man_N,,2023-07-07,7,188,256,55,Assault,1
2023-12-01T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Manhattan,24,Patrol Boro Man_N,,2023-12-01,12,335,256,60,Misc. Penal Law,1
2023-12-24T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Manhattan,24,Patrol Boro Man_N,,2023-12-24,12,358,256,60,Misc. Penal Law,1
2023-12-26T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Manhattan,24,Patrol Boro Man_N,,2023-12-26,12,360,256,60,Misc. Penal Law,1
2023-11-16T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Manhattan,26,Patrol Boro Man_N,,2023-11-16,11,320,256,59,Misc. Penal Law,1
2023-07-03T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Grand Larceny,"Larceny,Grand From Person,Uncl",Manhattan,34,Patrol Boro Man_N,,2023-07-03,7,184,256,55,Grand Larceny,1
2023-01-04T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Bronx,41,Patrol Boro Bronx,,2023-01-04,1,4,256,49,Misc. Penal Law,1
2023-04-26T00:00:00.000,2023,Jewish,Religion/Religious Practice,Misdemeanor,Petit Larceny,"Larceny,Petit From Open Areas,",Bronx,44,Patrol Boro Bronx,,2023-04-26,4,116,256,52,Other,1
2023-10-26T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Grand Larceny,"Larceny,Grand From Residence, Unattended",Bronx,49,Patrol Boro Bronx,,2023-10-26,10,299,256,58,Grand Larceny,1
2023-12-24T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Bronx,50,Patrol Boro Bronx,,2023-12-24,12,358,256,60,Misc. Penal Law,1
2023-12-24T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Bronx,50,Patrol Boro Bronx,,2023-12-24,12,358,256,60,Misc. Penal Law,1
2023-12-24T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Bronx,50,Patrol Boro Bronx,,2023-12-24,12,358,256,60,Misc. Penal Law,1
2023-12-24T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Brooklyn,61,Patrol Boro Bklyn_S,,2023-12-24,12,358,256,60,Misc. Penal Law,1
2023-12-24T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Brooklyn,66,Patrol Boro Bklyn_S,,2023-12-24,12,358,256,60,Misc. Penal Law,1
2023-10-08T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,70,Patrol Boro Bklyn_S,,2023-10-08,10,281,256,58,Felony Assault,1
2023-07-13T00:00:00.000,2023,Jewish,Religion/Religious Practice,Misdemeanor,Assault 3 & Related Offenses,Assault 3,Brooklyn,71,Patrol Boro Bklyn_S,,2023-07-13,7,194,256,55,Assault,1
2023-08-09T00:00:00.000,2023,Jewish,Religion/Religious Practice,Misdemeanor,Assault 3 & Related Offenses,"Menacing,Unclassified",Brooklyn,71,Patrol Boro Bklyn_S,,2023-08-09,8,221,256,56,Assault,1
2023-12-07T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Robbery,"Robbery,Personal Electronic Device",Brooklyn,71,Patrol Boro Bklyn_S,,2023-12-07,12,341,256,60,Robbery,1
2023-12-24T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Brooklyn,76,Patrol Boro Bklyn_S,,2023-12-24,12,358,256,60,Misc. Penal Law,1
2023-12-24T00:00:00.000,2023,Jewish,Religion/Religious Practice,Misdemeanor,Assault 3 & Related Offenses,Assault 3,Brooklyn,77,Patrol Boro Bklyn_N,,2023-12-24,12,358,256,60,Assault,1
2023-09-16T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Brooklyn,78,Patrol Boro Bklyn_S,,2023-09-16,9,259,256,57,Misc. Penal Law,1
2023-09-10T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Brooklyn,81,Patrol Boro Bklyn_N,,2023-09-10,9,253,256,57,Misc. Penal Law,1
2023-11-20T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Supp. Act Terr 2Nd,Brooklyn,84,Patrol Boro Bklyn_N,,2023-11-20,11,324,256,59,Misc. Penal Law,1
2023-03-29T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,90,Patrol Boro Bklyn_N,,2023-03-29,3,88,256,51,Felony Assault,1
2023-07-18T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Grand Larceny,"Larceny,Grand From Person,Uncl",Brooklyn,90,Patrol Boro Bklyn_N,,2023-07-18,7,199,256,55,Grand Larceny,1
2023-08-18T00:00:00.000,2023,Jewish,Religion/Religious Practice,Misdemeanor,Assault 3 & Related Offenses,Assault 3,Brooklyn,90,Patrol Boro Bklyn_N,,2023-08-18,8,230,256,56,Assault,1
2023-09-19T00:00:00.000,2023,Jewish,Religion/Religious Practice,Misdemeanor,Assault 3 & Related Offenses,"Menacing,Unclassified",Brooklyn,90,Patrol Boro Bklyn_N,,2023-09-19,9,262,256,57,Assault,1
2023-11-18T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Arson,"Arson 2,3,4",Brooklyn,90,Patrol Boro Bklyn_N,,2023-11-18,11,322,256,59,Other,1
2023-07-05T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,100,Patrol Boro Queens_S,,2023-07-05,7,186,256,55,Felony Assault,1
2023-07-10T00:00:00.000,2023,Jewish,Religion/Religious Practice,Misdemeanor,Assault 3 & Related Offenses,Assault 3,Queens,100,Patrol Boro Queens_S,,2023-07-10,7,191,256,55,Assault,1
2023-04-07T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Menacing 1St Degree (Vict Peac,Queens,101,Patrol Boro Queens_S,,2023-04-07,4,97,256,52,Misc. Penal Law,1
2023-10-10T00:00:00.000,2023,Jewish,Religion/Religious Practice,Misdemeanor,Petit Larceny,"Larceny,Petit From Building,Un",Queens,104,Patrol Boro Queens_N,,2023-10-10,10,283,256,58,Other,1
2023-12-12T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Queens,107,Patrol Boro Queens_S,,2023-12-12,12,346,256,60,Misc. Penal Law,1
2023-09-17T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Queens,109,Patrol Boro Queens_N,,2023-09-17,9,260,256,57,Misc. Penal Law,1
2023-12-24T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Queens,112,Patrol Boro Queens_N,,2023-12-24,12,358,256,60,Misc. Penal Law,1
2023-09-18T00:00:00.000,2023,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Queens,115,Patrol Boro Queens_N,,2023-09-18,9,261,256,57,Misc. Penal Law,1
2024-06-19T00:00:00.000,2024,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Manhattan,1,Patrol Boro Man_S,,2024-06-19,6,171,256,66,Misc. Penal Law,1
2024-05-07T00:00:00.000,2024,Jewish,Religion/Religious Practice,Misdemeanor,Assault 3 & Related Offenses,Assault 3,Manhattan,5,Patrol Boro Man_S,,2024-05-07,5,128,256,65,Assault,1
2024-04-24T00:00:00.000,2024,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Manhattan,6,Patrol Boro Man_S,,2024-04-24,4,115,256,64,Misc. Penal Law,1
2024-04-26T00:00:00.000,2024,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Manhattan,6,Patrol Boro Man_S,,2024-04-26,4,117,256,64,Misc. Penal Law,1
2024-04-12T00:00:00.000,2024,Jewish,Religion/Religious Practice,Felony,Robbery,"Robbery,Clothing",Manhattan,14,Patrol Boro Man_S,,2024-04-12,4,103,256,64,Robbery,1
2024-05-04T00:00:00.000,2024,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Manhattan,14,Patrol Boro Man_S,,2024-05-04,5,125,256,65,Misc. Penal Law,1
2024-05-04T00:00:00.000,2024,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Manhattan,17,Patrol Boro Man_S,,2024-05-04,5,125,256,65,Misc. Penal Law,1
2024-03-05T00:00:00.000,2024,Jewish,Religion/Religious Practice,Misdemeanor,Petit Larceny,"Larceny,Petit From Store-Shopl",Manhattan,19,Patrol Boro Man_N,,2024-03-05,3,65,256,63,Other,1
2024-03-24T00:00:00.000,2024,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Manhattan,19,Patrol Boro Man_N,,2024-03-24,3,84,256,63,Misc. Penal Law,1
2024-05-04T00:00:00.000,2024,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Manhattan,20,Patrol Boro Man_N,,2024-05-04,5,125,256,65,Misc. Penal Law,1
2024-06-18T00:00:00.000,2024,Jewish,Religion/Religious Practice,Felony,Felony Assault,"Assault 2,1,Unclassified",Manhattan,20,Patrol Boro Man_N,,2024-06-18,6,170,256,66,Felony Assault,1
2024-06-24T00:00:00.000,2024,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Supp. Act Terr 2Nd,Manhattan,34,Patrol Boro Man_N,,2024-06-24,6,176,256,66,Misc. Penal Law,1
2024-06-13T00:00:00.000,2024,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Brooklyn,61,Patrol Boro Bklyn_S,,2024-06-13,6,165,256,66,Misc. Penal Law,1
2024-06-17T00:00:00.000,2024,Jewish,Religion/Religious Practice,Misdemeanor,Assault 3 & Related Offenses,Assault 3,Brooklyn,62,Patrol Boro Bklyn_S,,2024-06-17,6,169,256,66,Assault,1
2024-06-17T00:00:00.000,2024,Jewish,Religion/Religious Practice,Misdemeanor,Assault 3 & Related Offenses,Assault 3,Brooklyn,62,Patrol Boro Bklyn_S,,2024-06-17,6,169,256,66,Assault,1
2024-01-08T00:00:00.000,2024,Jewish,Religion/Religious Practice,Felony,Burglary,"Burglary,Unclassified,Night",Brooklyn,66,Patrol Boro Bklyn_S,,2024-01-08,1,8,256,61,Other,1
2024-06-21T00:00:00.000,2024,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Brooklyn,76,Patrol Boro Bklyn_S,,2024-06-21,6,173,256,66,Misc. Penal Law,1
2024-05-04T00:00:00.000,2024,Jewish,Religion/Religious Practice,Felony,Miscellaneous Penal Law,Making Terroristic Threat,Brooklyn,84,Patrol Boro Bklyn_N,,2024-05-04,5,125,256,65,Misc. Penal Law,1
2024-06-07T00:00:00.000,2024,Jewish,Religion/Religious Practice,Felony,Felony Assault,"Assault 2,1,Unclassified",Brooklyn,90,Patrol Boro Bklyn_N,,2024-06-07,6,159,256,66,Felony Assault,1
2024-01-04T00:00:00.000,2024,Jewish,Religion/Religious Practice,Misdemeanor,Petit Larceny,"Larceny,Petit From Open Areas,",Queens,111,Patrol Boro Queens_N,,2024-01-04,1,4,256,61,Other,1
2024-05-01T00:00:00.000,2024,Jewish,Religion/Religious Practice,Felony,Grand Larceny,"Larceny,Grand From Residence, Unattended",Queens,111,Patrol Boro Queens_N,,2024-05-01,5,122,256,65,Grand Larceny,1
2024-04-09T00:00:00.000,2024,Jewish,Religion/Religious Practice,Felony,Felony Assault,"Assault 2,1,Unclassified",Queens,112,Patrol Boro Queens_N,,2024-04-09,4,100,256,64,Felony Assault,1
2024-01-17T00:00:00.000,2024,Jewish,Religion/Religious Practice,Misdemeanor,Petit Larceny,"Larceny,Petit From Building,Un",Staten,121,Patrol Boro Staten,,2024-01-17,1,17,256,61,Other,1
2019-04-18T00:00:00.000,2019,Jewish,Religion/Religious Practice,Felony,Criminal Mischief & Related Of,Criminal Mis 2 & 3,Manhattan,5,Patrol Boro Man_S,,2019-04-18,4,108,256,4,Criminal Mischief,1
2019-09-26T00:00:00.000,2019,Jewish,Religion/Religious Practice,Felony,Criminal Mischief & Related Of,"Mischief, Criminal 3 & 2, Of M",Manhattan,13,Patrol Boro Man_S,,2019-09-26,9,269,256,9,Criminal Mischief,1
2019-12-30T00:00:00.000,2019,Jewish,Religion/Religious Practice,Felony,Criminal Mischief & Related Of,Criminal Mis 2 & 3,Manhattan,20,Patrol Boro Man_N,,2019-12-30,12,364,256,12,Criminal Mischief,1
2019-10-17T00:00:00.000,2019,Jewish,Religion/Religious Practice,Misdemeanor,Criminal Mischief & Related Of,"Criminal Mischief,Unclassified 4",Manhattan,25,Patrol Boro Man_N,,2019-10-17,10,290,256,10,Criminal Mischief,1
2019-07-27T00:00:00.000,2019,Jewish,Religion/Religious Practice,Felony,Criminal Mischief & Related Of,"Mischief, Criminal 3 & 2, Of M",Manhattan,33,Patrol Boro Man_N,,2019-07-27,7,208,256,7,Criminal Mischief,1
2019-03-31T00:00:00.000,2019,Jewish,Religion/Religious Practice,Misdemeanor,Criminal Mischief & Related Of,"Criminal Mischief,Unclassified 4",Brooklyn,61,Patrol Boro Bklyn_S,,2019-03-31,3,90,256,3,Criminal Mischief,1
2019-12-29T00:00:00.000,2019,Jewish,Religion/Religious Practice,Felony,Criminal Mischief & Related Of,Criminal Mis 2 & 3,Brooklyn,63,Patrol Boro Bklyn_S,,2019-12-29,12,363,256,12,Criminal Mischief,1
2019-06-24T00:00:00.000,2019,Jewish,Religion/Religious Practice,Felony,Criminal Mischief & Related Of,Criminal Mis 2 & 3,Brooklyn,66,Patrol Boro Bklyn_S,,2019-06-24,6,175,256,6,Criminal Mischief,1
2019-09-14T00:00:00.000,2019,Jewish,Religion/Religious Practice,Felony,Criminal Mischief & Related Of,Criminal Mis 2 & 3,Brooklyn,66,Patrol Boro Bklyn_S,,2019-09-14,9,257,256,9,Criminal Mischief,1
2019-09-26T00:00:00.000,2019,Jewish,Religion/Religious Practice,Misdemeanor,Criminal Mischief & Related Of,"Mischief, Criminal 4, Of Motor",Brooklyn,66,Patrol Boro Bklyn_S,,2019-09-26,9,269,256,9,Criminal Mischief,1
2019-03-19T00:00:00.000,2019,Jewish,Religion/Religious Practice,Misdemeanor,Criminal Mischief & Related Of,"Mischief, Criminal 4, Of Motor",Brooklyn,71,Patrol Boro Bklyn_S,,2019-03-19,3,78,256,3,Criminal Mischief,1
2019-04-12T00:00:00.000,2019,Jewish,Religion/Religious Practice,Felony,Criminal Mischief & Related Of,"Mischief,Criminal,    Uncl 2Nd",Brooklyn,71,Patrol Boro Bklyn_S,,2019-04-12,4,102,256,4,Criminal Mischief,1
2019-05-09T00:00:00.000,2019,Jewish,Religion/Religious Practice,Felony,Criminal Mischief & Related Of,Criminal Mis 2 & 3,Brooklyn,75,Patrol Boro Bklyn_N,,2019-05-09,5,129,256,5,Criminal Mischief,1
2019-02-16T00:00:00.000,2019,Jewish,Religion/Religious Practice,Felony,Criminal Mischief & Related Of,"Mischief,Criminal,    Uncl 2Nd",Brooklyn,90,Patrol Boro Bklyn_N,,2019-02-16,2,47,256,2,Criminal Mischief,1
2019-05-08T00:00:00.000,2019,Jewish,Religion/Religious Practice,Felony,Criminal Mischief & Related Of,Criminal Mis 2 & 3,Brooklyn,90,Patrol Boro Bklyn_N,,2019-05-08,5,128,256,5,Criminal Mischief,1
2019-10-02T00:00:00.000,2019,Jewish,Religion/Religious Practice,Misdemeanor,Criminal Mischief & Related Of,"Criminal Mischief,Unclassified 4",Brooklyn,90,Patrol Boro Bklyn_N,,2019-10-02,10,275,256,10,Criminal Mischief,1
2019-07-09T00:00:00.000,2019,Jewish,Religion/Religious Practice,Felony,Criminal Mischief & Related Of,"Mischief,Criminal,    Uncl 2Nd",Queens,104,Patrol Boro Queens_N,,2019-07-09,7,190,256,7,Criminal Mischief,1
2019-07-23T00:00:00.000,2019,Jewish,Religion/Religious Practice,Felony,Criminal Mischief & Related Of,"Mischief,Criminal,    Uncl 2Nd",Queens,104,Patrol Boro Queens_N,,2019-07-23,7,204,256,7,Criminal Mischief,1
2019-08-07T00:00:00.000,2019,Jewish,Religion/Religious Practice,Felony,Criminal Mischief & Related Of,"Mischief, Criminal 3 & 2, Of M",Queens,105,Patrol Boro Queens_S,,2019-08-07,8,219,256,8,Criminal Mischief,1
2019-03-13T00:00:00.000,2019,Jewish,Religion/Religious Practice,Felony,Criminal Mischief & Related Of,Criminal Mis 2 & 3,Queens,108,Patrol Boro Queens_N,,2019-03-13,3,72,256,3,Criminal Mischief,1
2019-05-26T00:00:00.000,2019,Jewish,Religion/Religious Practice,Felony,Criminal Mischief & Related Of,Criminal Mis 2 & 3,Queens,110,Patrol Boro Queens_N,,2019-05-26,5,146,256,5,Criminal Mischief,1
2019-05-23T00:00:00.000,2019,Jewish,Religion/Religious Practice,Misdemeanor,Criminal Mischief & Related Of,"Criminal Mischief,Unclassified 4",Staten,121,Patrol Boro Staten,,2019-05-23,5,143,256,5,Criminal Mischief,1
2019-06-27T00:00:00.000,2019,Jewish,Religion/Religious Practice,Misdemeanor,Criminal Mischief & Related Of,"Criminal Mischief,Unclassified 4",Staten,121,Patrol Boro Staten,,2019-06-27,6,178,256,6,Criminal Mischief,1
2019-10-11T00:00:00.000,2019,Jewish,Religion/Religious Practice,Misdemeanor,Criminal Mischief & Related Of,"Criminal Mischief,Unclassified 4",Staten,121,Patrol Boro Staten,,2019-10-11,10,284,256,10,Criminal Mischief,1
2019-06-10T00:00:00.000,2019,Jewish,Religion/Religious Practice,Felony,Criminal Mischief & Related Of,"Mischief,Criminal,    Uncl 2Nd",Staten,122,Patrol Boro Staten,,2019-06-10,6,161,256,6,Criminal Mischief,1
2020-09-27T00:00:00.000,2020,Jewish,Religion/Religious Practice,Misdemeanor,Criminal Mischief & Related Of,"Criminal Mischief,Unclassified 4",Manhattan,13,Patrol Boro Man_S,,2020-09-27,9,271,256,21,Criminal Mischief,1
2020-09-29T00:00:00.000,2020,Jewish,Religion/Religious Practice,Misdemeanor,Criminal Mischief & Related Of,"Criminal Mischief,Unclassified 4",Manhattan,19,Patrol Boro Man_N,,2020-09-29,9,273,256,21,Criminal Mischief,1
2020-09-24T00:00:00.000,2020,Jewish,Religion/Religious Practice,Misdemeanor,Criminal Mischief & Related Of,"Mischief, Criminal 4, Of Motor",Manhattan,25,Patrol Boro Man_N,,2020-09-24,9,268,256,21,Criminal Mischief,1
2020-02-12T00:00:00.000,2020,Jewish,Religion/Religious Practice,Misdemeanor,Criminal Mischief & Related Of,"Criminal Mischief,Unclassified 4",Manhattan,32,Patrol Boro Man_N,,2020-02-12,2,43,256,14,Criminal Mischief,1
2020-10-22T00:00:00.000,2020,Jewish,Religion/Religious Practice,Misdemeanor,Criminal Mischief & Related Of,"Criminal Mischief,Unclassified 4",Brooklyn,66,Patrol Boro Bklyn_S,,2020-10-22,10,296,256,22,Criminal Mischief,1
2020-02-26T00:00:00.000,2020,Jewish,Religion/Religious Practice,Misdemeanor,Criminal Mischief & Related Of,"Criminal Mischief,Unclassified 4",Brooklyn,70,Patrol Boro Bklyn_S,,2020-02-26,2,57,256,14,Criminal Mischief,1
2020-10-23T00:00:00.000,2020,Jewish,Religion/Religious Practice,Felony,Criminal Mischief & Related Of,"Mischief,Criminal,    Uncl 2Nd",Brooklyn,84,Patrol Boro Bklyn_N,,2020-10-23,10,297,256,22,Criminal Mischief,1
2020-07-04T00:00:00.000,2020,Jewish,Religion/Religious Practice,Misdemeanor,Criminal Mischief & Related Of,"Mischief, Criminal 4, Of Motor",Queens,112,Patrol Boro Queens_N,,2020-07-04,7,186,256,19,Criminal Mischief,1
2020-01-14T00:00:00.000,2020,Jewish,Religion/Religious Practice,Misdemeanor,Criminal Mischief & Related Of,"Criminal Mischief,Unclassified 4",Staten,120,Patrol Boro Staten,,2020-01-14,1,14,256,13,Criminal Mischief,1
2021-04-20T00:00:00.000,2021,Jewish,Religion/Religious Practice,Felony,Criminal Mischief & Related Of,"Mischief,Criminal,    Uncl 2Nd",Manhattan,18,Patrol Boro Man_S,,2021-04-20,4,110,256,28,Criminal Mischief,1
2021-06-19T00:00:00.000,2021,Jewish,Religion/Religious Practice,Misdemeanor,Criminal Mischief & Related Of,"Mischief, Criminal 4, By Fire",Manhattan,20,Patrol Boro Man_N,,2021-06-19,6,170,256,30,Criminal Mischief,1
2021-04-25T00:00:00.000,2021,Jewish,Religion/Religious Practice,Misdemeanor,Criminal Mischief & Related Of,"Mischief, Criminal 4, Of Motor",Bronx,50,Patrol Boro Bronx,,2021-04-25,4,115,256,28,Criminal Mischief,1
2021-04-26T00:00:00.000,2021,Jewish,Religion/Religious Practice,Misdemeanor,Criminal Mischief & Related Of,"Criminal Mischief,Unclassified 4",Bronx,50,Patrol Boro Bronx,,2021-04-26,4,116,256,28,Criminal Mischief,1
2021-04-29T00:00:00.000,2021,Jewish,Religion/Religious Practice,Felony,Criminal Mischief & Related Of,"Mischief,Criminal,    Uncl 2Nd",Bronx,50,Patrol Boro Bronx,,2021-04-29,4,119,256,28,Criminal Mischief,1
2021-04-10T00:00:00.000,2021,Jewish,Religion/Religious Practice,Misdemeanor,Criminal Mischief & Related Of,"Criminal Mischief,Unclassified 4",Brooklyn,71,Patrol Boro Bklyn_S,,2021-04-10,4,100,256,28,Criminal Mischief,1
2021-11-12T00:00:00.000,2021,Jewish,Religion/Religious Practice,Felony,Criminal Mischief & Related Of,Criminal Mis 2 & 3,Brooklyn,79,Patrol Boro Bklyn_N,,2021-11-12,11,316,256,35,Criminal Mischief,1
2021-10-15T00:00:00.000,2021,Jewish,Religion/Religious Practice,Felony,Criminal Mischief & Related Of,Criminal Mis 2 & 3,Queens,109,Patrol Boro Queens_N,,2021-10-15,10,288,256,34,Criminal Mischief,1
